
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787702539841 ;SP ;ARACATUBA ;SANTA LUZIA ;R GOULART, N. 471, Apto 202, BL 12 ;101.629,97;171.500,00;40.75;Não;Apartamento, 101.21 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702539841
 8787717482549 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL LUANA II ;RUA ANTONIO FALCETTI, N. 58, QD B LT 21 ;100.148,49;169.000,00;40.75;Não;Casa, 44.82 de área total, 44.82 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717482549
 8787720051391 ;SP ;ARACATUBA ;ARAÇATUBA ; RUA PASTOR JOSÉ FERREIRA DE FREITAS, N. 1079, QD 35 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720051391
 8787720873464 ;SP ;ARACATUBA ;PARQUE INDUSTRIAL ;RUA NOEL ROSA, N. 719, Apto 701, BL 08, VAGA 164 ;120.882,70;200.000,00;39.56;Não;Apartamento, 109.72 de área total, 61.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720873464
 8787717704789 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL CLAUDIONOR CINTI ;RUA ERNESTO NAZARET, N. 140, Apto 103, BL. 09 ;113.629,74;188.000,00;39.56;Não;Apartamento, 39.30 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717704789
 8787720711707 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ; RUA LAERIO DAN, N. 417, QD 18 LT 24 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720711707
 8787715375540 ;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA ANTONIO CANDIDO DE FREITAS, N. 330, LT 23 QD Y ;134.159,28;145.000,00;7.48;Não;Casa, 49.18 de área total, 49.18 de área privativa, 260.31 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715375540
 8787720137245 ;SP ;ARACATUBA ;RES SYLVIO JOSE VENT ;RUA PASTOR JOSE FERREIRA DE FREITAS, N. 1302, LT 02 QD 34 ;127.358,11;130.000,00;2.04;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720137245
 8787709446172 ;SP ;ARACATUBA ;VILA ALBA ;RUA ADEMAR RODRIGUES AGUIAR, N. 370, Apto 562, BL 500 ;180.000,00;180.000,00;0.00;Não;Apartamento, 0.00 de área total, 65.70 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709446172
 8787713626465 ;SP ;ARACATUBA ;PARQUE INDUSTRIAL ANTONIO XAVIER COUTO ;RODOVIA ELIEZER MONTENEGRO MAGALHAES, N. SN, LT 14 QD 22 ;150.000,00;150.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713626465
 8444429015543 ;SP ;ARACATUBA ;SANTANA ;RUA AVIACAO, N. 777, Apto 402, BL 06  VG 165 ;130.073,04;130.000,00;0.00;Não;Apartamento, 99.58 de área total, 43.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429015543
 8787715011034 ;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 601, CS 15 ;192.576,00;192.000,00;0.00;Não;Casa, 147.59 de área total, 47.00 de área privativa, 99.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715011034
 8787719649980 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA BELARMINO PIRES, N. 1183, ;138.452,70;135.600,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719649980
 8787715002698 ;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 601, CS 22 ;192.241,02;185.000,00;0.00;Não;Casa, 147.59 de área total, 47.00 de área privativa, 147.59 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715002698
 8787709268746 ;SP ;ARACATUBA ;JARDIM PAULISTA ;RUA GOULART, N. 399, Apto 403, BL 16 4 PAVIMENTO ;141.027,86;133.000,00;0.00;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709268746
 8787717746791 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA JOSE NILDO MARTINS, N. 111, MODULO 11 ;173.351,15;140.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717746791
 8444429672285 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL ANTONIO PAGAN ;RUA ERNESTO KOHL, N. 157, LT 38 QD I ;163.072,22;120.000,00;0.00;Não;Prédio, 75.00 de área total, 35.72 de área privativa, 201.08 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429672285
 8787715886014 ;SP ;ARACATUBA ;PARQUE INDUSTRIAL ANTONIO XAVIER COUTO ;RUA TEREZA DE JESUS PUGINA SILVA, N. 439, QD19, LT 30 ;191.861,00;128.000,00;0.00;Não;Casa, 0.00 de área total, 44.82 de área privativa, 152.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715886014
 8787715245124 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA TEREZA DE JESUS PUGINA SILVA, N. 59, LT 6, QD 03 ;192.839,80;128.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715245124
 8787715196816 ;SP ;ARACATUBA ;JARDIM DO TREVO ;RUA PASTOR JOSE FERREIRA DE FREITAS, N. 479, LT 35 QD 19 ;193.479,50;123.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715196816
 1444418542220 ;SP ;ARACOIABA DA SERRA ;RIO VERDE ;RUA ROXINHO, N. SN, LT 12 QD R ;783.644,89;1.229.605,06;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418542220
 1444418057128 ;SP ;ARACOIABA DA SERRA ;RIO VERDE ;RUA SERIGUEIRA, N. SN, QD U LT 07 ;1.240.904,27;480.000,00;0.00;Não;Casa, 0.00 de área total, 403.37 de área privativa, 1047.47 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418057128
 8555538883475 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 403, BL 10 ;70.402,24;140.000,00;49.72;Não;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538883475
 8555539256350 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 302, BL 10 ;74.484,62;140.000,00;46.80;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539256350
 8555538256039 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMELLOT, N. 372, Apto 02, BL D TR 02 ;91.657,98;170.000,00;46.09;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538256039
 8787708258712 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ; AVENIDA D, N. 173, Apto 404, BL 07 ;81.759,90;147.000,00;44.39;Não;Apartamento, 89.57 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708258712
 8787708010532 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 203, BLOCO 4 ;79.915,69;140.000,00;42.92;Não;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708010532
 8787711604022 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 402, BL 08 ;85.623,96;150.000,00;42.92;Não;Apartamento, 97.04 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711604022
 8555540266089 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1070, Apto 21, BL 3 - ED RES VILLA GALLI 3 ;79.915,69;140.000,00;42.92;Não;Apartamento, 50.59 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540266089
 8555540029443 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 404, BL 13 ;68.787,97;120.000,00;42.68;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540029443
 8555538545804 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;R MAHIBA BARCHA, N. 80, Apto 302, BL 06 ;65.921,81;115.000,00;42.68;Não;Apartamento, 119.97 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538545804
 8787719073948 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA CAPITAO NORAY DE PAULA E SILVA, N. 41, Apto 404, BL 09 ;104.000,35;180.000,00;42.23;Não;Apartamento, 89.01 de área total, 47.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719073948
 8787716000605 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 24, BL B TR 03 ;102.844,79;178.000,00;42.23;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716000605
 8555537917848 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1071, Apto 31, BL 04 ;93.600,32;162.000,00;42.23;Não;Apartamento, 51.28 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537917848
 8787712088184 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DON CARLOS CARMELLO, N. 853, Apto 302, BL 10 ;79.360,41;137.000,00;42.08;Não;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712088184
 8787702284002 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA AMERICA, N. 917, Apto 203, BL 09 ;75.884,78;131.000,00;42.08;Não;Apartamento, 87.78 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702284002
 8787702514954 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AV AMERICA, N. 917, Apto 103, BL 06 ;72.988,41;126.000,00;42.08;Não;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702514954
 8787710656916 ;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, N. 873, Apto 402, BL 03 ;74.146,96;128.000,00;42.08;Não;Apartamento, 44.14 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710656916
 8444432822500 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 381, Apto 33, BL FLAMBOYANT ;79.360,41;137.000,00;42.08;Não;Apartamento, 145.97 de área total, 54.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432822500
 8555538860505 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 02, BL A TORRE 01 ;76.753,69;132.500,00;42.08;Não;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538860505
 8555535535859 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;RUA JOSE MARIA FERREIRA BRANDAO, N. 1070, Apto 31, BL 03 ED RES VILLA GALLI 3 ;78.201,87;135.000,00;42.08;Não;Apartamento, 50.59 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535535859
 8787705109139 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 24, BL C TORRE 6 ;86.648,52;148.000,00;41.46;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705109139
 8787708780222 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL F TORRE 02 ;90.161,30;154.000,00;41.46;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708780222
 8787710848416 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL B TORRE 03 ;86.063,06;147.000,00;41.46;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710848416
 8787708900384 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 103, 1º PAV BL 01 ;89.575,84;153.000,00;41.46;Não;Apartamento, 97.04 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708900384
 8444425204287 ;SP ;ARARAQUARA ;VILA CIDADE INDUSTRIAL (VILA XAVIER) ;RUA BAHIA, N. 2791, Apto 12, BL D ;81.964,82;140.000,00;41.46;Não;Apartamento, 93.79 de área total, 46.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425204287
 8555531432737 ;SP ;ARARAQUARA ;DOUTOR TANCREDO DE ALMEIDA NEVES ;AVENIDA ENGENHEIRO DOMINGOS F JUNIOR, N. 964, Apto 03, BL 07 TERREO ;86.648,52;148.000,00;41.46;Não;Apartamento, 99.34 de área total, 49.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531432737
 8444433816946 ;SP ;ARARAQUARA ;PARQUE LARANJEIRAS ;AVENIDA JOAO SOARES E ARRUDA, N. 1444, Apto 303, PAV 03 ANDAR 02 BL 05 ;81.964,82;140.000,00;41.46;Não;Apartamento, 99.37 de área total, 46.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433816946
 8555530633291 ;SP ;ARARAQUARA ;PARQUE LARANJEIRAS ;AV PAULINO RODELLA, N. 1234, Apto 202, BL 01 ;88.404,91;151.000,00;41.46;Não;Apartamento, 91.62 de área total, 45.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530633291
 8555536957366 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 304, BL 13 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536957366
 8555537886950 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AV MIGUEL BUCALEM, N. 468, Apto 403, BL 6 ;86.940,72;148.499,09;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537886950
 8555539311483 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 101, BL 18 ;81.964,82;140.000,00;41.46;Não;Apartamento, 88.59 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539311483
 8444430090600 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 381, Apto 23, ;83.721,21;143.000,00;41.46;Não;Apartamento, 0.00 de área total, 65.67 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430090600
 8787703883376 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 604, Apto 21, BL A, TR 2 ;90.746,77;155.000,00;41.46;Não;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703883376
 8787712665777 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA LAURINDO FERREIRA FILHO, N. 547, Apto 13, BL D TR 1 ;87.819,45;150.000,00;41.46;Não;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712665777
 8444432062387 ;SP ;ARARAQUARA ;JARDIM EUROPA (VILA XAVIER) ;RUA EDGARD PINTO MACHADO, N. 464, Apto 13, BL 01 ;81.964,82;140.000,00;41.46;Não;Apartamento, 53.19 de área total, 47.25 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432062387
 8787707377530 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ; AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 401, BL 23 ;87.819,45;150.000,00;41.46;Não;Apartamento, 89.67 de área total, 43.20 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707377530
